,prec_no,県,No,i,地点名,block_no,緯度（度、分),緯度（度、分)2,経度（度、分),経度（度、分)2,標高(m)
1087,73,愛媛,1335,13,"""宇和島""",47892,33,13.6,132,33.1,2.4
1088,73,愛媛,1336,14,"""御荘""",745,32,57.8,132,34.2,12.0
1089,73,愛媛,1337,15,"""西条""",958,33,54.9,133,4.8,4.0
1090,73,愛媛,1338,16,"""大洲""",959,33,30.5,132,32.1,20.0
1091,73,愛媛,1339,17,"""三崎""",960,33,23.2,132,7.3,2.0
1092,73,愛媛,1340,18,"""宇和""",961,33,22.0,132,30.2,200.0
1093,73,愛媛,1341,19,"""今治""",1077,34,3.2,132,58.5,27.0
1094,73,愛媛,1342,20,"""富郷""",1260,33,54.9,133,30.6,310.0
1095,73,愛媛,1343,21,"""近永""",1350,33,15.2,132,40.5,129.0
1096,73,愛媛,1344,22,"""瀬戸""",1456,33,26.8,132,15.4,143.0
1097,73,愛媛,1345,23,"""松山南吉田""",1521,33,49.6,132,41.9,4.0
1098,74,高知,1346,1,"""本山""",746,33,45.2,133,34.5,252.0
1099,74,高知,1347,2,"""繁藤""",747,33,40.7,133,41.1,346.0
1100,74,高知,1348,3,"""佐川""",748,33,30.7,133,16.3,80.0
1101,74,高知,1349,4,"""成山""",749,33,35.5,133,24.0,737.0
1102,74,高知,1350,5,"""高知""",47893,33,34.0,133,32.9,0.5
1103,74,高知,1351,6,"""南国""",751,33,35.6,133,38.6,10.0
1104,74,高知,1352,7,"""芸西""",752,33,33.1,133,50.3,420.0
1105,74,高知,1353,8,"""鳥形山""",753,33,28.8,133,5.0,835.0
1106,74,高知,1354,9,"""船戸""",754,33,25.0,133,5.3,428.0
1107,74,高知,1355,10,"""安芸""",755,33,29.3,133,56.0,6.0
1108,74,高知,1356,11,"""須崎""",756,33,23.1,133,16.6,4.0
1109,74,高知,1357,12,"""佐喜浜""",757,33,23.6,134,12.3,12.0
1110,74,高知,1358,13,"""窪川""",758,33,12.4,133,7.7,205.0
1111,74,高知,1359,14,"""室戸岬""",47899,33,15.1,134,10.6,185.0
1112,74,高知,1360,15,"""堂ケ森""",760,33,9.5,132,52.6,857.0
1113,74,高知,1361,16,"""大正""",761,33,11.6,132,58.3,150.0
1114,74,高知,1362,17,"""宿毛""",47897,32,55.2,132,41.7,2.2
1115,74,高知,1363,18,"""中村""",763,32,59.4,132,55.2,8.0
1116,74,高知,1364,19,"""清水""",47898,32,43.3,133,0.6,31.0
1117,74,高知,1365,20,"""梼原""",921,33,23.4,132,55.3,415.0
1118,74,高知,1366,21,"""田野""",955,33,25.6,134,0.4,17.0
1119,74,高知,1367,22,"""池川""",1179,33,36.5,133,10.1,150.0
1120,74,高知,1368,23,"""大栃""",1229,33,41.9,133,52.5,210.0
1121,74,高知,1369,24,"""佐賀""",1233,33,4.7,133,6.1,3.0
1122,74,高知,1370,25,"""江川崎""",1235,33,10.2,132,47.5,72.0
1123,74,高知,1371,26,"""後免""",1249,33,35.4,133,38.6,12.0
1124,74,高知,1372,27,"""魚梁瀬""",1281,33,36.9,134,6.5,450.0
1125,74,高知,1373,28,"""本川""",1351,33,45.9,133,20.3,550.0
1126,74,高知,1374,29,"""南国日章""",1476,33,32.7,133,40.1,9.0
1127,74,高知,1375,30,"""三崎""",1556,32,47.7,132,52.3,9.0
1128,81,山口,1376,1,"""須佐""",765,34,36.9,131,37.4,50.0
1129,81,山口,1377,2,"""萩""",47754,34,24.6,131,24.3,2.2
1130,81,山口,1378,3,"""徳佐""",767,34,23.9,131,43.5,310.0
1131,81,山口,1379,4,"""鍋提峠""",768,34,15.9,131,5.7,400.0
1132,81,山口,1380,5,"""秋吉台""",769,34,14.1,131,18.4,240.0
1133,81,山口,1381,6,"""瀬戸原""",770,34,12.9,131,34.9,338.0
1134,81,山口,1382,7,"""広瀬""",771,34,15.7,131,57.1,97.0
1135,81,山口,1383,8,"""豊田""",772,34,11.2,131,4.6,40.0
1136,81,山口,1384,9,"""桜山""",773,34,8.9,131,13.1,451.0
1137,81,山口,1385,10,"""山口""",47784,34,9.7,131,27.7,18.1
1138,81,山口,1386,11,"""防府""",775,34,2.4,131,32.0,4.0
1139,81,山口,1387,12,"""下松""",776,34,0.6,131,52.3,27.0
1140,81,山口,1388,13,"""下関""",47762,33,56.9,130,55.5,3.3
1141,81,山口,1389,14,"""宇部""",778,33,55.8,131,16.7,5.0
1142,81,山口,1390,15,"""安下庄""",779,33,54.2,132,17.6,5.0
1143,81,山口,1391,16,"""玖珂""",913,34,5.7,132,4.5,68.0
1144,81,山口,1392,17,"""油谷""",939,34,22.2,131,3.3,20.0
1145,81,山口,1393,18,"""岩国""",940,34,9.3,132,10.7,41.0
1146,81,山口,1394,19,"""周東""",941,34,5.3,132,2.7,45.0
1147,81,山口,1395,20,"""柳井""",942,33,57.5,132,6.8,3.0
1148,81,山口,1396,21,"""羅漢山""",1100,34,21.0,132,3.8,945.0
1149,81,山口,1397,22,"""長野山""",1101,34,16.7,131,52.9,970.0
1150,81,山口,1398,23,"""和田""",1261,34,8.9,131,44.1,140.0
1151,81,山口,1399,24,"""篠生""",1367,34,18.2,131,34.6,205.0
1152,81,山口,1400,25,"""鹿野""",1614,34,13.5,131,48.9,368.0
1153,81,山口,1401,26,"""東厚保""",1620,34,7.1,131,10.9,56.0
1154,82,福岡,1402,1,"""八幡""",780,33,51.1,130,44.6,20.0
1155,82,福岡,1403,2,"""小倉""",781,33,50.1,130,56.8,3.0
1156,82,福岡,1404,3,"""行橋""",782,33,42.8,130,58.5,9.0
1157,82,福岡,1405,4,"""篠栗""",783,33,38.3,130,32.7,376.0
1158,82,福岡,1406,5,"""飯塚""",47809,33,39.1,130,41.6,37.1
1159,82,福岡,1407,6,"""前原""",785,33,33.6,130,11.4,5.0
1160,82,福岡,1408,7,"""福岡""",47807,33,34.9,130,22.5,2.5
1161,82,福岡,1409,8,"""九千部山""",787,33,25.0,130,26.7,852.0
1162,82,福岡,1410,9,"""朝倉""",788,33,24.3,130,41.7,36.0
1163,82,福岡,1411,10,"""英彦山""",789,33,29.3,130,55.4,823.0
1164,82,福岡,1412,11,"""久留米""",790,33,18.2,130,29.6,7.0
1165,82,福岡,1413,12,"""耳納山""",791,33,17.5,130,37.5,607.0
1166,82,福岡,1414,13,"""黒木""",792,33,13.5,130,38.7,144.0
1167,82,福岡,1415,14,"""大牟田""",793,33,0.4,130,28.0,40.0
1168,82,福岡,1416,15,"""宗像""",943,33,48.5,130,32.3,7.0
1169,82,福岡,1417,16,"""頂吉""",944,33,44.5,130,50.6,180.0
1170,82,福岡,1418,17,"""柳川""",945,33,9.6,130,24.2,7.0
1171,82,福岡,1419,18,"""添田""",1046,33,33.5,130,51.3,92.0
1172,82,福岡,1420,19,"""太宰府""",1141,33,29.8,130,29.4,52.0
1173,82,福岡,1421,20,"""博多""",1477,33,35.0,130,27.1,9.0
1174,82,福岡,1422,21,"""曽根""",1527,33,50.1,130,56.8,3.0
1175,82,福岡,1423,22,"""空港北町""",1590,33,50.7,131,2.1,7.0
1176,82,福岡,1424,23,"""早良脇山""",1611,33,29.3,130,21.2,83.0
1177,82,福岡,1425,24,"""東谷""",1637,33,46.7,130,51.9,55.0
1178,82,福岡,1426,25,"""小呂島""",1657,33,51.8,130,2.1,49.0
1179,83,大分,1427,1,"""中津""",794,33,35.2,131,14.7,12.0
1180,83,大分,1428,2,"""豊後高田""",795,33,34.2,131,26.0,5.0
1181,83,大分,1429,3,"""武蔵""",796,33,28.7,131,44.2,5.0
1182,83,大分,1430,4,"""伏木""",797,33,22.5,130,58.9,420.0
1183,83,大分,1431,5,"""日田""",47814,33,19.3,130,55.7,82.9
1184,83,大分,1432,6,"""湯布院""",799,33,15.2,131,20.8,435.0
1185,83,大分,1433,7,"""大分""",47815,33,14.1,131,37.1,4.6
1186,83,大分,1434,8,"""佐賀関""",801,33,14.9,131,51.9,1.0
1187,83,大分,1435,9,"""釈迦岳""",802,33,11.3,130,53.5,1200.0
1188,83,大分,1436,10,"""湯平""",803,33,11.1,131,19.9,805.0
1189,83,大分,1437,11,"""温見""",804,33,4.5,131,25.8,591.0
1190,83,大分,1438,12,"""犬飼""",805,33,3.9,131,37.9,100.0
1191,83,大分,1439,13,"""竹田""",806,32,58.4,131,23.9,261.0
1192,83,大分,1440,14,"""出羽""",807,32,58.1,131,40.1,473.0
1193,83,大分,1441,15,"""佐伯""",808,32,57.0,131,54.1,2.0
1194,83,大分,1442,16,"""倉木""",809,32,53.7,131,23.7,483.0
1195,83,大分,1443,17,"""蒲江""",810,32,47.7,131,55.4,2.0
1196,83,大分,1444,18,"""院内""",931,33,25.2,131,19.0,90.0
1197,83,大分,1445,19,"""玖珠""",932,33,17.5,131,9.3,331.0
1198,83,大分,1446,20,"""臼杵""",933,33,7.9,131,47.8,30.0
1199,83,大分,1447,21,"""耶馬渓""",979,33,26.7,131,6.9,100.0
1200,83,大分,1448,22,"""国見""",1137,33,40.5,131,35.4,14.0
1201,83,大分,1449,23,"""宇目""",1142,32,50.7,131,40.5,200.0
1202,83,大分,1450,24,"""別府""",1157,33,21.0,131,28.5,263.0
1203,83,大分,1451,25,"""杵築""",1237,33,25.0,131,35.8,5.0
1204,83,大分,1452,26,"""椿ヶ鼻""",1554,33,11.4,130,54.9,843.0
1205,84,長崎,1453,1,"""佐須奈""",811,34,38.4,129,24.0,5.0
1206,84,長崎,1454,2,"""厳原""",47800,34,11.8,129,17.5,3.7
1207,84,長崎,1455,3,"""平戸""",47805,33,21.6,129,33.0,57.8
1208,84,長崎,1456,4,"""松浦""",814,33,20.5,129,42.7,14.0
1209,84,長崎,1457,5,"""国見山""",815,33,14.1,129,48.8,769.0
1210,84,長崎,1458,6,"""佐世保""",47812,33,9.5,129,43.6,3.9
1211,84,長崎,1459,7,"""大瀬戸""",817,32,56.9,129,37.9,43.0
1212,84,長崎,1460,8,"""長浦岳""",818,32,54.5,129,44.3,510.0
1213,84,長崎,1461,9,"""五家原岳""",819,32,56.5,130,4.6,776.0
1214,84,長崎,1462,10,"""諫早""",820,32,50.6,130,1.5,15.0
1215,84,長崎,1463,11,"""長崎""",47817,32,44.0,129,52.0,26.9
1216,84,長崎,1464,12,"""雲仙岳""",47818,32,44.2,130,15.7,677.5
1217,84,長崎,1465,13,"""福江""",47843,32,41.6,128,49.6,25.1
1218,84,長崎,1466,14,"""口之津""",922,32,36.7,130,11.6,13.0
1219,84,長崎,1467,15,"""島原""",962,32,45.6,130,21.7,14.0
1220,84,長崎,1468,16,"""有川""",1080,32,58.9,129,7.1,11.0
1221,84,長崎,1469,17,"""大村""",1084,32,55.0,129,54.8,3.0
1222,84,長崎,1470,18,"""有川""",1138,32,58.9,129,7.1,11.0
1223,84,長崎,1471,19,"""芦辺""",1144,33,48.0,129,43.3,97.0
1224,84,長崎,1472,20,"""野母崎""",1441,32,34.7,129,44.4,190.0
1225,84,長崎,1473,21,"""深江""",1442,32,43.6,130,18.9,200.0
1226,84,長崎,1474,22,"""普賢岳""",1446,32,45.0,130,17.1,1100.0
1227,84,長崎,1475,23,"""百花台""",1451,32,49.2,130,17.5,210.0
1228,84,長崎,1476,24,"""千々石""",1452,32,47.2,130,11.9,20.0
1229,84,長崎,1477,25,"""鰐浦""",1453,34,41.9,129,26.7,63.0
1230,84,長崎,1478,26,"""石田""",1478,33,44.9,129,47.1,12.0
1231,84,長崎,1479,27,"""上大津""",1479,32,39.9,128,49.9,77.0
1232,84,長崎,1480,28,"""小値賀""",1535,33,11.4,129,5.4,8.0
1233,84,長崎,1481,29,"""頭ヶ島""",1536,33,0.8,129,11.5,80.0
1234,84,長崎,1482,30,"""美津島""",1538,34,17.1,129,19.8,63.0
1235,85,佐賀,1483,1,"""枝去木""",824,33,29.9,129,53.9,110.0
1236,85,佐賀,1484,2,"""和多田""",825,33,25.5,129,59.1,5.0
1237,85,佐賀,1485,3,"""権現山""",826,33,24.0,130,14.2,590.0
1238,85,佐賀,1486,4,"""八幡岳""",827,33,16.9,130,1.6,761.0
1239,85,佐賀,1487,5,"""佐賀""",47813,33,15.9,130,18.3,5.5
1240,85,佐賀,1488,6,"""白石""",829,33,11.0,130,8.9,2.0
1241,85,佐賀,1489,7,"""嬉野""",830,33,7.0,129,59.7,81.0
1242,85,佐賀,1490,8,"""多良岳""",831,32,58.3,130,9.3,395.0
1243,85,佐賀,1491,9,"""伊万里""",1075,33,16.0,129,52.7,25.0
1244,85,佐賀,1492,10,"""川副""",1480,33,8.9,130,18.1,2.0
1245,85,佐賀,1493,11,"""唐津""",1610,33,27.5,129,57.3,23.0
1246,85,佐賀,1494,12,"""鳥栖""",1612,33,23.1,130,31.0,25.0
1247,85,佐賀,1495,13,"""北山""",1616,33,24.8,130,13.2,339.0
1248,86,熊本,1496,1,"""鹿北""",832,33,6.9,130,41.5,119.0
1249,86,熊本,1497,2,"""南小国""",833,33,6.2,131,4.0,448.0
1250,86,熊本,1498,3,"""岱明""",834,32,54.9,130,30.7,15.0
1251,86,熊本,1499,4,"""菊池""",835,32,56.7,130,46.9,83.0
1252,86,熊本,1500,5,"""鞍岳""",836,32,57.0,130,55.1,640.0
1253,86,熊本,1501,6,"""熊本""",47819,32,48.8,130,42.4,37.7
1254,86,熊本,1502,7,"""俵山""",838,32,51.0,130,58.6,850.0
1255,86,熊本,1503,8,"""阿蘇山""",47821,32,52.8,131,4.4,1142.3
1256,86,熊本,1504,9,"""高森""",840,32,49.3,131,7.5,555.0
1257,86,熊本,1505,10,"""間の谷山""",841,32,42.4,130,56.4,640.0
1258,86,熊本,1506,11,"""甲佐""",842,32,38.7,130,48.6,36.0
1259,86,熊本,1507,12,"""松島""",843,32,30.9,130,26.8,2.0
1260,86,熊本,1508,13,"""大金峰""",844,32,33.8,130,54.3,1193.0
1261,86,熊本,1509,14,"""本渡""",845,32,28.1,130,10.8,30.0
1262,86,熊本,1510,15,"""八代""",846,32,28.4,130,36.4,8.0
1263,86,熊本,1511,16,"""人吉""",47824,32,13.0,130,45.3,145.8
1264,86,熊本,1512,17,"""牛深""",47838,32,11.8,130,1.6,3.0
1265,86,熊本,1513,18,"""一里山""",850,32,12.0,130,38.4,650.0
1266,86,熊本,1514,19,"""白髪岳""",851,32,10.3,130,54.6,925.0
1267,86,熊本,1515,20,"""益城""",923,32,50.2,130,51.3,193.0
1268,86,熊本,1516,21,"""水俣""",924,32,12.3,130,24.4,6.0
1269,86,熊本,1517,22,"""多良木""",925,32,17.7,130,57.0,210.0
1270,86,熊本,1518,23,"""上""",926,32,13.5,130,54.3,166.0
1271,86,熊本,1519,24,"""田浦""",946,32,21.8,130,30.5,3.0
1272,86,熊本,1520,25,"""三角""",1081,32,36.7,130,28.7,60.0
1273,86,熊本,1521,26,"""湯前横谷""",1086,32,15.8,131,2.6,665.0
1274,86,熊本,1522,27,"""茶臼峠""",1088,32,21.3,130,54.5,1060.0
1275,86,熊本,1523,28,"""屋形山""",1156,32,18.6,130,44.1,780.0
1276,86,熊本,1524,29,"""五家荘""",1158,32,29.4,130,54.3,580.0
1277,86,熊本,1525,30,"""阿蘇乙姫""",1240,32,56.4,131,2.4,497.0
1278,86,熊本,1526,31,"""五木""",1368,32,23.7,130,49.6,310.0
1279,86,熊本,1527,32,"""山江""",1435,32,18.1,130,44.8,218.0
1280,86,熊本,1528,33,"""宇土""",1580,32,42.0,130,39.4,6.0
1281,86,熊本,1529,34,"""一勝地""",1581,32,14.7,130,38.7,120.0
1282,86,熊本,1530,35,"""戦山""",847,32,7.6,130,43.3,850.0
1283,86,熊本,1531,36,"""山都""",1613,32,42.7,130,57.5,574.0
1284,86,熊本,1532,37,"""南阿蘇""",1660,32,49.9,131,0.8,393.0
1285,87,宮崎,1533,1,"""高千穂""",852,32,42.7,131,17.4,350.0
1286,87,宮崎,1534,2,"""大中尾""",853,32,33.9,131,21.0,380.0
1287,87,宮崎,1535,3,"""中小屋""",854,32,33.9,131,23.8,820.0
1288,87,宮崎,1536,4,"""延岡""",47822,32,34.9,131,39.4,19.2
1289,87,宮崎,1537,5,"""猪原""",856,32,25.0,131,22.1,520.0
1290,87,宮崎,1538,6,"""日向""",857,32,24.5,131,36.0,20.0
1291,87,宮崎,1539,7,"""矢櫃岳""",858,32,18.8,131,23.7,964.0
1292,87,宮崎,1540,8,"""高鍋""",859,32,7.4,131,31.6,4.0
1293,87,宮崎,1541,9,"""加久藤""",860,32,2.8,130,48.6,228.0
1294,87,宮崎,1542,10,"""西都""",861,32,3.8,131,24.8,8.0
1295,87,宮崎,1543,11,"""えびの""",862,31,56.7,130,50.4,1150.0
1296,87,宮崎,1544,12,"""小林""",863,32,0.0,130,57.2,276.0
1297,87,宮崎,1545,13,"""野尻""",864,31,57.4,131,9.4,182.0
1298,87,宮崎,1546,14,"""国富""",865,32,0.4,131,17.8,66.0
1299,87,宮崎,1547,15,"""宮崎""",47830,31,56.3,131,24.8,9.2
1300,87,宮崎,1548,16,"""霧島御池""",867,31,51.1,130,56.9,500.0
1301,87,宮崎,1549,17,"""青島""",868,31,48.2,131,27.6,8.0
1302,87,宮崎,1550,18,"""都城""",47829,31,43.8,131,4.9,153.8
1303,87,宮崎,1551,19,"""鰐塚山""",870,31,46.1,131,16.0,1082.0
1304,87,宮崎,1552,20,"""油津""",47835,31,34.7,131,24.4,2.9
1305,87,宮崎,1553,21,"""串間""",872,31,27.9,131,13.2,20.0
1306,87,宮崎,1554,22,"""古江""",1135,32,42.7,131,49.2,14.0
1307,87,宮崎,1555,23,"""深瀬""",1164,31,38.2,131,15.0,130.0
1308,87,宮崎,1556,24,"""見立""",1275,32,47.0,131,26.9,530.0
1309,87,宮崎,1557,25,"""諸塚""",1343,32,31.0,131,20.1,150.0
1310,87,宮崎,1558,26,"""西米良""",1345,32,14.5,131,9.1,258.0
1311,87,宮崎,1559,27,"""鞍岡""",1348,32,38.6,131,9.4,590.0
1312,87,宮崎,1560,28,"""神門""",1353,32,23.1,131,19.9,250.0
1313,87,宮崎,1561,29,"""北方""",1432,32,33.7,131,31.5,30.0
1314,87,宮崎,1562,30,"""上椎葉""",1433,32,27.9,131,9.4,420.0
1315,87,宮崎,1563,31,"""赤江""",1481,31,52.6,131,26.9,6.0
1316,87,宮崎,1564,32,"""都農""",1608,32,17.0,131,32.5,61.0
1317,87,宮崎,1565,33,"""日之影""",1609,32,40.9,131,24.4,262.0
1318,87,宮崎,1566,34,"""高原""",1623,31,55.7,131,0.4,211.0
1319,87,宮崎,1567,35,"""山田""",1624,31,48.8,131,2.3,165.0
1320,87,宮崎,1568,36,"""椎葉""",1636,32,28.5,131,6.2,517.0
1321,87,宮崎,1569,37,"""田野""",1663,31,50.6,131,18.5,134.0
1322,88,鹿児島,1570,1,"""阿久根""",47823,32,1.6,130,12.0,40.1
1323,88,鹿児島,1571,2,"""古原野""",874,32,5.0,130,30.8,540.0
1324,88,鹿児島,1572,3,"""大口""",875,32,2.8,130,37.6,175.0
1325,88,鹿児島,1573,4,"""魚野越""",876,32,1.7,130,42.7,460.0
1326,88,鹿児島,1574,5,"""紫尾山""",877,31,58.8,130,22.0,1060.0
1327,88,鹿児島,1575,6,"""さつま柏原""",878,31,55.0,130,27.3,59.0
1328,88,鹿児島,1576,7,"""中甑""",879,31,50.1,129,52.0,10.0
1329,88,鹿児島,1577,8,"""川内""",880,31,50.0,130,18.9,5.0
1330,88,鹿児島,1578,9,"""溝辺""",881,31,48.2,130,43.1,272.0
1331,88,鹿児島,1579,10,"""八重山""",882,31,44.8,130,26.3,533.0
1332,88,鹿児島,1580,11,"""東市来""",883,31,40.1,130,19.7,40.0
1333,88,鹿児島,1581,12,"""権現ケ尾""",884,31,30.5,130,27.8,397.0
1334,88,鹿児島,1582,13,"""鹿児島""",47827,31,33.3,130,32.8,3.9
1335,88,鹿児島,1583,14,"""高峠""",886,31,30.7,130,44.7,520.0
1336,88,鹿児島,1584,15,"""加世田""",887,31,24.9,130,19.5,9.0
1337,88,鹿児島,1585,16,"""吉ケ別府""",888,31,27.7,130,51.6,100.0
1338,88,鹿児島,1586,17,"""喜入""",890,31,23.2,130,32.4,4.0
1339,88,鹿児島,1587,18,"""肝属川""",891,31,21.0,130,56.9,8.0
1340,88,鹿児島,1588,19,"""枕崎""",47831,31,16.3,130,17.5,29.5
1341,88,鹿児島,1589,20,"""指宿""",893,31,15.0,130,38.2,5.0
1342,88,鹿児島,1590,21,"""甫与志岳""",894,31,15.3,130,57.3,550.0
1343,88,鹿児島,1591,22,"""内之浦""",895,31,16.6,131,3.3,8.0
1344,88,鹿児島,1592,23,"""種子島""",47837,30,43.2,130,58.9,24.9
1345,88,鹿児島,1593,24,"""中種子""",897,30,36.3,130,59.5,234.0
1346,88,鹿児島,1594,25,"""上中""",898,30,24.4,130,54.1,150.0
1347,88,鹿児島,1595,26,"""尾之間""",899,30,14.1,130,33.3,60.0
1348,88,鹿児島,1596,27,"""名瀬""",47909,28,22.7,129,29.7,2.8
1349,88,鹿児島,1597,28,"""屋久島""",47836,30,23.1,130,39.5,37.3
1350,88,鹿児島,1598,29,"""沖永良部""",47942,27,25.9,128,42.3,26.8
1351,88,鹿児島,1599,30,"""出水""",934,32,5.6,130,21.1,11.0
1352,88,鹿児島,1600,31,"""牧之原""",935,31,39.7,130,50.6,387.0
1353,88,鹿児島,1601,32,"""志布志""",936,31,28.7,131,5.7,70.0
1354,88,鹿児島,1602,33,"""鹿屋""",937,31,23.5,130,51.8,80.0
1355,88,鹿児島,1603,34,"""古仁屋""",980,28,8.6,129,18.9,2.0
1356,88,鹿児島,1604,35,"""矢止岳""",1104,31,51.2,130,33.5,500.0
1357,88,鹿児島,1605,36,"""田代""",1136,31,11.9,130,50.6,182.0
1358,88,鹿児島,1606,37,"""伊仙""",1139,27,40.6,128,58.4,44.0
1359,88,鹿児島,1607,38,"""輝北""",1146,31,35.3,130,51.3,360.0
1360,88,鹿児島,1608,39,"""大隅""",1149,31,34.8,131,0.3,170.0
1361,88,鹿児島,1609,40,"""佐多""",1161,31,5.6,130,41.4,27.0
1362,88,鹿児島,1610,41,"""肝付前田""",1181,31,20.4,130,56.3,31.0
1363,88,鹿児島,1611,42,"""与論島""",1277,27,2.6,128,24.1,14.0
1364,88,鹿児島,1612,43,"""喜界島""",1296,28,19.2,129,55.6,5.0
1365,88,鹿児島,1613,44,"""笠利""",1520,28,25.8,129,42.7,4.0
1366,88,鹿児島,1614,45,"""中之島""",1540,29,50.4,129,52.0,220.0
1367,88,鹿児島,1615,46,"""天城""",1542,27,50.1,128,52.8,2.0
1368,88,鹿児島,1616,47,"""霧島牧園""",1625,31,53.1,130,49.2,527.0
1369,88,鹿児島,1617,48,"""宝島""",1647,29,9.1,129,12.1,33.0
1370,88,鹿児島,1618,49,"""諏訪之瀬島""",1654,29,36.6,129,42.3,111.0
1371,88,鹿児島,1619,50,"""小宝島""",1655,29,13.5,129,19.7,10.0
1372,88,鹿児島,1620,51,"""平島""",1658,29,41.0,129,31.7,97.0
1373,91,沖縄,1621,1,"""奥""",901,26,50.1,128,16.3,232.0
1374,91,沖縄,1622,2,"""与那覇岳""",902,26,43.6,128,12.9,375.0
1375,91,沖縄,1623,3,"""呉我山""",903,26,39.9,127,58.2,86.0
1376,91,沖縄,1624,4,"""名護""",47940,26,35.6,127,57.9,6.1
1377,91,沖縄,1625,5,"""名嘉真""",905,26,30.8,127,54.8,75.0
1378,91,沖縄,1626,6,"""読谷""",906,26,24.3,127,44.5,99.0
1379,91,沖縄,1627,7,"""胡屋""",907,26,19.6,127,48.3,86.0
1380,91,沖縄,1628,8,"""那覇""",47936,26,12.4,127,41.2,28.1
1381,91,沖縄,1629,9,"""糸数""",909,26,9.2,127,45.9,186.0
1382,91,沖縄,1630,10,"""金武""",1064,26,27.2,127,51.5,8.0
1383,91,沖縄,1631,11,"""石垣島""",47918,24,20.2,124,9.8,5.7
1384,91,沖縄,1632,12,"""伊原間""",1145,24,30.5,124,16.8,15.0
1385,91,沖縄,1633,13,"""伊是名""",1147,26,56.9,127,56.4,14.0
1386,91,沖縄,1634,14,"""宮古島""",47927,24,47.6,125,16.7,39.9
1387,91,沖縄,1635,15,"""久米島""",47929,26,20.2,126,48.2,5.0
1388,91,沖縄,1636,16,"""渡嘉敷""",1152,26,12.6,127,21.8,220.0
1389,91,沖縄,1637,17,"""伊良部""",1246,24,49.6,125,10.3,10.0
1390,91,沖縄,1638,18,"""多良間""",1247,24,40.0,124,41.8,16.0
1391,91,沖縄,1639,19,"""城辺""",1248,24,44.6,125,24.6,55.0
1392,91,沖縄,1640,20,"""川平""",1250,24,28.0,124,8.4,7.0
1393,91,沖縄,1641,21,"""大原""",1251,24,15.9,123,52.3,33.0
1394,91,沖縄,1642,22,"""西表島""",47917,24,25.6,123,45.9,9.9
1395,91,沖縄,1643,23,"""与那国島""",47912,24,28.0,123,0.6,30.0
1396,91,沖縄,1644,24,"""波照間""",1354,24,3.3,123,46.0,38.0
1397,91,沖縄,1645,25,"""南大東（南大東島）""",47945,25,49.7,131,13.7,15.3
1398,91,沖縄,1646,26,"""本部""",1373,26,41.1,127,53.9,25.0
1399,91,沖縄,1647,27,"""東""",1374,26,37.9,128,9.2,24.0
1400,91,沖縄,1648,28,"""安次嶺""",1482,26,11.7,127,38.7,3.0
1401,91,沖縄,1649,29,"""鏡原""",1483,24,46.9,125,17.7,43.0
1402,91,沖縄,1650,30,"""真栄里""",1484,24,20.6,124,11.2,26.0
1403,91,沖縄,1651,31,"""下地""",1490,24,49.6,125,8.6,8.0
1404,91,沖縄,1652,32,"""仲筋""",1491,24,39.2,124,40.5,10.0
1405,91,沖縄,1653,33,"""所野""",1493,24,28.0,122,58.7,15.0
1406,91,沖縄,1654,34,"""志多阿原""",1494,24,3.5,123,48.2,13.0
1407,91,沖縄,1655,35,"""粟国""",1515,26,35.5,127,14.4,12.0
1408,91,沖縄,1656,36,"""慶良間""",1516,26,10.1,127,17.6,48.0
1409,91,沖縄,1657,37,"""北大東""",1517,25,56.6,131,19.6,22.0
1410,91,沖縄,1658,38,"""旧東""",1518,25,50.8,131,15.8,48.0
1411,91,沖縄,1659,39,"""北原""",1534,26,21.8,126,42.8,7.0
1412,91,沖縄,1660,40,"""国頭""",1586,26,43.7,128,10.7,8.0
1413,91,沖縄,1661,41,"""宮城島""",1596,26,21.8,127,58.3,100.0
1414,91,沖縄,1662,42,"""盛山""",1639,24,23.7,124,14.7,31.0
1415,91,沖縄,1663,43,"""渡名喜""",1651,26,22.4,127,8.5,7.0
